Найменування відокремленного підрозділу та ПНФП;Адреса;Дата та номер рішення про створення;ЄДРПОУ;Режим роботи;Платежі приймаються в Платіжній системі;Платежі виплачуються  в Платіжній системі
ВІДДІЛЕННЯ №1330588;03134, м.Київ, Святошинський район, ВУЛИЦЯ ПШЕНИЧНА, будинок 2;471/07/05 від 27.07.2020;43735563;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330589;10020, Житомирська обл., м.Житомир, Богунський р-н., проспект Незалежності, 13;471/07/05 від 27.07.2020;43735579;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330590;22800, Вінницька обл., Немирівський р-н., м.Немирів, вул.Горького, 60;471/07/05 від 27.07.2020;43735584;ПН-СБ: 8:00-18:00, НД: 8:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330591;78203, Івано-Франківська обл.,  місто Коломия, ВУЛИЦЯ Степана Бандери, будинок 15;543/09/05 від 03.09.2020;;ПН-ПТ: 8:00-20:00, СБ-НД: 9:00-18:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330592;64309, Харківська обл., Ізюмський р-н., м.Ізюм,  площа Джона Леннона, 7/19;543/09/05 від 03.09.2020;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330593;58015, Чернівецька обл.,  м.Чернівці, вул.Калинівська, 13-В;543/09/05 від 03.09.2020;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330594;24001, Вінницька обл., місто Могилів-Подільський, ВУЛИЦЯ Пушкінська, будинок 154;543/09/05 від 03.09.2020;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330595;67805, Одеська обл, Овідіопольський р-н., смт.Авангард, вул.Базова, 17/30;563/09/05 від 16.09.2020;;ПН-ЧТ: 8:00-17:00, СБ-НД: 8:00-17:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330596;27400, Кіровоградська обл., Кропивницький р-н., м.Знам`янка, вул.Михайла Грушевського, 10-А;563/09/05 від 16.09.2020;;ПН-ПТ: 9:00-18:00, СБ: 9:00-16:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330597;44702, Волинська обл, м.Володимир-Волинський, вул. Драгоманова, 42;632/10/05 від 19.10.2020;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330598;07820, Київська обл, Бучанський р-н., смт.Пісківка, вул.Філіпова, 1;733/11/05 від 19.11.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330599;80300, Львівська обл., Львівський р-н., м.Жовква, площа Коновальця, 3-А/1;753/11/05 від 29.11.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330600;85700, Донецька обл.,  м.Волноваха, вул.Центральна, 53;753/11/05 від 29.11.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330601;68803, Одеська обл., Ізмаїльський р-н.,  м.Рені, вул.Вознесенська, 169-Б;753/11/05 від 29.11.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330602;90202, Закарпатська обл.,  м.Берегове, вул.Сечені Іштвана, 6;753/11/05 від 29.11.2021;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330603;60000, Чернівецька обл.,  Дністровський р-н., м.Хотин, вул.Олімпійська, 68;753/11/05 від 29.11.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330604;08292, Київська обл., м.Буча, вул.Нове Шосе 8-А, приміщення 117;753/11/05 від 29.11.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330605;08297, Київська обл.,  м.Буча, вул.Депутатська, 1-Г;753/11/05 від 29.11.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330606;08205, Київська обл., Бучанський р-н.,  м.Ірпінь, вул.Антонова Авіаконструктора, 10-Б;753/11/05 від 29.11.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330607;50047, Дніпропетровська обл., м.Кривий Ріг, Тернівський р-н., вул.Колачевського, 50;782/12/05 від 03.12.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330608;09106, Київська обл., м.Біла Церква,  вул.Таращанська, 191-А, приміщення №4, літера Ж;782/12/05 від 03.12.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330609;25006, Кіровоградська обл., м.Кропивницький, Подільський р-н., вул.Велика Пермська,  74, літера Г;782/12/05 від 03.12.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330610;40024, Сумська обл., м.Суми, Ковпаківський р-н., вул.Юрія Вєтрова, 20;782/12/05 від 03.12.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330611;40034, Сумська обл., м.Суми, Зарічний р-н., вул.Інтернаціоналістів, 18;782/12/05 від 03.12.2021;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330612;02081, м.Київ, Дарницький р-н., вул.Урлівська, 11/44;782/12/05 від 03.12.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330613;25001, Кіровоградська обл., м.Кропивницький, Фортечний р-н., вул.Соборна, 22-Б;782/12/05 від 03.12.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330614;08205, Київська обл., Бучанський р-н., м.Ірпінь,  вул.Університетська, 2Ф/2, приміщення 98;816/12/05 від 15.12.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330615;10030, Житомирська обл.,  м.Житомир, Богунський р-н., вул.Небесної Сотні, 26;816/12/05 від 15.12.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330616;51931, Дніпропетровська обл.,  м.Кам`янське, Заводський р-н., проспект Свободи 53, приміщення 58;816/12/05 від 15.12.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330617;51938, Дніпропетровська обл., м.Кам`янське, Південний р-н., проспект Свободи, 67;816/12/05 від 15.12.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330618;41500, Сумська обл., Конотопський р-н., м.Путивль,  проспект Іоанна Путивльського, 34-А;816/12/05 від 15.12.2021;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330619;08205, Київська обл., Бучанський р-н., м.Ірпінь,  вул.Центральна, 6-В;816/12/05 від 15.12.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330620;58013 Чернівецька обл. м. Чернівці вул. Комарова 30-Б;865/12/05 від 28.12.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330621;81500 Львівська обл. Львівський p-н. м. Городок вул. Стуса 1-Б;865/12/05 від 28.12.2021;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330622;71108, Запорізька обл., м.Бердянськ, вул.Софіївська, 40;11/01/05  від 06.01.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330623;12201, Житомирська обл., Житомирський р-н.,  м.Радомишль,  вул.Велика Житомирська, 5;17/01/05 від 11.01.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330624;08172, Київська обл., Обухівський р-н., с.Лісники,  вул.Ватутіна, 170;40/01/05 від 20.01.2022;;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330625;19003, Черкаська обл., Черкаський р-н., м.Канів, вул.Енергетиків, 12-А;51/01/05 від 26.01.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330626;17024, Чернігівська обл., Чернігівський р-н., смт.Десна, вул.Івана Франка, 44А/6;51/01/05 від 26.01.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330627;41400, Сумська обл., Шосткинський р-н., м.Глухів, майдан Соборний, 2, приміщення 30;60/01/05 від 31.01.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330628;11701, Житомирська обл., м.Новоград-Волинський,  вул.Шевченка, 10;64/02/05 від 02.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330629;02141, м.Київ, Дарницький р-н., вул.Руденко Лариси, 6-А, приміщення 350;85/02/05 від 04.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330630;41100, Сумська обл., Шосткинський р-н., м.Шостка, вул.Миру, 2;114/02/05 від 11.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330631;08150, Київська обл., Фастівський р-н., м.Боярка, вул.Хрещатик, 2-Б;114/02/05 від 11.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330632;39626, Полтавська обл., м.Кременчук, Автозаводський р-н., вул.Тупик 1-й Піщаний, 1;123/02/05 від 16.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330633;09117, Київська обл., м.Біла Церква, бульвар Олександрійський, 115;123/02/05 від 16.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330634;71111, Запорізька обл., м.Бердянськ, вул.Гагаріна, 21/ Крилова, 2;123/02/05 від 16.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330635;46009, Тернопільська обл., м.Тернопіль, вул.Гетьмана Мазепи, 28;123/02/05 від 16.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330636;02232 м. Київ Деснянський р-н. бульвар Леоніда Бикова 4-А;145/02/05 від 23.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330637;07400 Київська обл. Броварський p-н. м. Бровари вул. Гагаріна 11, приміщення 112;145/02/05 від 23.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330638;07541 Київська обл. Броварський p-н. м. Березань вул. Шевченків шлях 144;145/02/05 від 23.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330639;19003 Черкаська обл. Черкаський p-н. м. Канів вул. 206 Дивізії 3;145/02/05 від 23.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330640;51925 Дніпропетровська обл. Кам`янський p-н. м. Кам`янське Заводський p-н. вул. Соборна 12;145/02/05 від 23.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330641;08630 Київська обл. Фастівський p-н. смт. Глеваха вул. Грушевського 42-Т;145/02/05 від 23.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330642;93105 Луганська обл. Сєвєродонецький p-н. м. Лисичанськ вул. Незалежності ринок РТІ;145/02/05 від 23.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330643;39200 Полтавська обл. Полтавський p-н. м. Кобеляки вул. Мільйонна (Огія) 25-В;145/02/05 від 23.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330644;44301 Волинська обл. Ковельський p-н. м. Любомль вул. 1 Травня 39-Ж;145/02/05 від 23.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330645;48501 Тернопільська обл. Чортківський p-н. м. Чортків вул. Шевченка 13;145/02/05 від 23.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330646;76015 Івано-Франківська обл. м. Івано-Франківськ вул. Дністровська 3;145/02/05 від 23.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330647;39600 Полтавська обл. Кременчуцький p-н. м. Кременчук Крюківський p-н. вул. Соборна 28/40;145/02/05 від 23.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330648;38100 Полтавська обл. Полтавський p-н. м. Зіньків вул. Воздвиженська 49;145/02/05 від 23.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1330649;66302 Одеська обл. Подільський p-н. м. Подільськ провулок Незалежності 2-В;145/02/05 від 23.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1690001;03062, м.Київ, Святошинський р-н., вул.Чистяківська, 30;490/08/05 від 09.08.2019;43172054;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700001;02090, м.Київ, Дніпровський район, ВУЛИЦЯ ГРОДНЕНСЬКА, будинок 32;343/05/05 від 27.05.2019;43040408;ПН-ПТ: 9:00-20:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700002;49011, Дніпропетровська обл., м.Дніпро, Чечелівський р-н., вул.Орловська, 21-К;343/05/05 від 27.05.2019;43040413;ПН-ПТ: 9:00-19:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700003;79040, Львівська обл., місто Львів, Залізничний район, ВУЛИЦЯ КОНЮШИННА, будинок 21;343/05/05 від 27.05.2019;43040429;Пн-Пт:9:00-19:00,  Сб:9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700004;65031, Одеська обл., місто Одеса, Суворовський район, ВУЛИЦЯ ХУТОРСЬКА, будинок 101-В;343/05/05 від 27.05.2019;43040434;ПН-ПТ: 9:00-19:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700005;61058 Харківська обл. м. Харків Шевченківський p-н. провулок Іванівський 5, літера Д-1;343/05/05 від 27.05.2019;43040444;ПН-ПТ: 9:00-19:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700006;21034, Вінницька обл., місто Вінниця, ВУЛИЦЯ ОЛЕГА АНТОНОВА, 19-А;343/05/05 від 27.05.2019;43040455;ПН-ПТ: 9:00-19:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700007;69035, Запорізька обл., місто Запоріжжя, Вознесенівський район, ВУЛИЦЯ БРЯНСЬКА, будинок 15;343/05/05 від 27.05.2019;43040460;Пн-Пт:9:00-19:00,  Сб:9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700008;04080, м.Київ, Оболонський район, ВУЛИЦЯ КОРАБЕЛЬНА, будинок 6;343/05/05 від 27.05.2019;43040476;ПН-ПТ: 9:00-19:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700009;79035, Львівська обл., місто Львів, Личаківський район, ВУЛИЦЯ ЗЕЛЕНА, будинок 115-А;343/05/05 від 27.05.2019;43040481;Пн-Пт:9:00-18:00,  Сб:9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700010;33018, Рівненська обл., місто Рівне, ВУЛИЦЯ КУРЧАТОВА, будинок 18-В;343/05/05 від 27.05.2019;43040497;Пн-Пт: 09:00-19:00, Сб: 09:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700011;76018, Івано-Франківська обл., місто Івано-Франківськ, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ, будинок 126-Б;343/05/05 від 27.05.2019;43040502;Пн-Пт:9:00-19:00,  Сб:9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700012;87537, Донецька обл., м.Маріуполь, Центральний р-н., вул.Купріна, 10;343/05/05 від 27.05.2019;43040518;Пн-Пт:9:00-18:00,  Сб:9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700013;36034, Полтавська обл., місто Полтава, Київський район, ВУЛИЦЯ ПОЛОВКА, будинок 72;343/05/05 від 27.05.2019;43040523;ПН-ПТ: 9:00-19:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700014;29015, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ВІННИЦЬКЕ ШОСЕ, будинок 1/1;343/05/05 від 27.05.2019;43040539;ПН-ПТ: 9:00-19:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700015;14037, Чернігівська обл., місто Чернігів, Новозаводський район, ВУЛИЦЯ ІНСТРУМЕНТАЛЬНА, будинок 8;343/05/05 від 27.05.2019;43040544;ПН-ПТ: 9:00-19:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700016;50086, Дніпропетровська обл., місто Кривий Ріг, Саксаганський район, ВУЛИЦЯ ЯРОСЛАВА МУДРОГО, будинок 83-Б;343/05/05 від 27.05.2019;43040558;ПН-ПТ: 9:00-19:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700017;25006, Кіровоградська обл., місто Кропивницький, Подільський район, ВУЛИЦЯ ЧЕРНОВОЛА, будинок 2-В;343/05/05 від 27.05.2019;43040565;ПН-ПТ: 9:00-19:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700018;43020, Волинська обл., місто Луцьк, ВУЛИЦЯ ЗВ`ЯЗКІВЦІВ, будинок 1-А;343/05/05 від 27.05.2019;43040570;Пн-Пт: 09:00-19:00, Сб: 09:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700019;46400, Тернопільська обл., місто Тернопіль, ВУЛИЦЯ ЛУК`ЯНОВИЧА, будинок 1;343/05/05 від 27.05.2019;43040586;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700020;58008, Чернівецька обл., місто Чернівці, ВУЛИЦЯ СЕВАСТОПОЛЬСЬКА, будинок 18-А;343/05/05 від 27.05.2019;43040591;ПН-ПТ: 9:00-19:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700021;84313, Донецька обл., місто Краматорськ, ВУЛИЦЯ ОЛЕКСИ ТИХОГО, будинок 8;343/05/05 від 27.05.2019;43040607;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700022;88001, Закарпатська обл., місто Ужгород, ВУЛИЦЯ ОЛЕКСАНДРА БЛИСТІВА, будинок 1;343/05/05 від 27.05.2019;43040612;ПН-ПТ: 9:00-19:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700023;73009, Херсонська обл., м.Херсон, Корабельний р-н., вул.Нафтовиків, 15;343/05/05 від 27.05.2019;43040628;Пн-Пт:9:00-19:00,  Сб:9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700024;18029, Черкаська обл., місто Черкаси, Соснівський район, ВУЛИЦЯ 30 РОКІВ ПЕРЕМОГИ, будинок 5/1;343/05/05 від 27.05.2019;43040633;ПН-ПТ: 9:00-19:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700025;71101, Запорізька обл., місто Бердянськ, ВУЛИЦЯ ЯРОСЛАВА МУДРОГО, будинок 1;410/07/05 від 09.07.2019;43118547;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700026;82100, Львівська обл., місто Дрогобич, ВУЛИЦЯ ГАЙДАМАЦЬКА, будинок 5;410/07/05 від 09.07.2019;43118552;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700027;10031, Житомирська обл., місто Житомир, Богунський район, ВУЛИЦЯ ТАРАСА БУЛЬБИ-БОРОВЦЯ, будинок 30;410/07/05 від 09.07.2019;43118568;ПН-ПТ: 9:00-19:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700028;32316, Хмельницька обл., місто Кам`янець-Подільський, ВУЛИЦЯ ПІВНІЧНА, будинок 81-Г;410/07/05 від 09.07.2019;43118573;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700029;51925, Дніпропетровська обл., місто Кам’янське, Заводський район, ПРОСПЕКТ ГІМНАЗИЧНИЙ, будинок 44;410/07/05 від 09.07.2019;43118589;ПН-ПТ: 9:00-18:00, СБ: 9:00-14:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
