Терминал;Отделение;Адрес;Партнёр
13305861;1330586;22700, Вінницька обл., Іллінецький р-н., м.Іллінці, вул.Європейська, 12-А;justin
13305881;1330588;03134, м.Київ, Святошинський район, ВУЛИЦЯ ПШЕНИЧНА, будинок 2;justin
13305901;1330590;22800, Вінницька обл., Немирівський р-н., м.Немирів, вул.Горького, 60;justin
13305911;1330591;78203, Івано-Франківська обл.,  місто Коломия, ВУЛИЦЯ Степана Бандери, будинок 15;justin
13305941;1330594;24001, Вінницька обл., місто Могилів-Подільський, ВУЛИЦЯ Пушкінська, будинок 154;justin
13305951;1330595;67805, Одеська обл, Овідіопольський р-н., смт.Авангард, вул.Базова, 17/30;justin
13305971;1330597;44702, Волинська обл, м.Володимир-Волинський, вул. Драгоманова, 42;justin
17000011;1700001;02090, м.Київ, Дніпровський район, ВУЛИЦЯ ГРОДНЕНСЬКА, будинок 32;sat
17000021;1700002;49019, Дніпропетровська обл., місто Дніпро, Чечелівський район, ВУЛИЦЯ АКАДЕМІКА БЕЛЕЛЮБСЬКОГО, будинок 40-А;sat
17000031;1700003;79040, Львівська обл., місто Львів, Залізничний район, ВУЛИЦЯ КОНЮШИННА, будинок 21;sat
17000041;1700004;65031, Одеська обл., місто Одеса, Суворовський район, ВУЛИЦЯ ХУТОРСЬКА, будинок 101-В;sat
17000051;1700005;61058 Харківська обл. м. Харків Шевченківський p-н. провулок Іванівський 5, літера Д-1;sat
17000061;1700006;21034, Вінницька обл., місто Вінниця, ВУЛИЦЯ ОЛЕГА АНТОНОВА, 19-А;sat
17000071;1700007;69035, Запорізька обл., місто Запоріжжя, Вознесенівський район, ВУЛИЦЯ БРЯНСЬКА, будинок 15;sat
17000081;1700008;04080, м.Київ, Оболонський район, ВУЛИЦЯ КОРАБЕЛЬНА, будинок 6;sat
17000091;1700009;79035, Львівська обл., місто Львів, Личаківський район, ВУЛИЦЯ ЗЕЛЕНА, будинок 115-А;sat
17000101;1700010;33018, Рівненська обл., місто Рівне, ВУЛИЦЯ КУРЧАТОВА, будинок 18-В;sat
17000111;1700011;76018, Івано-Франківська обл., місто Івано-Франківськ, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ, будинок 126-Б;sat
17000121;1700012;87537, Донецька обл., м.Маріуполь, Центральний р-н., вул.Купріна, 10;sat
17000131;1700013;36034, Полтавська обл., місто Полтава, Київський район, ВУЛИЦЯ ПОЛОВКА, будинок 72;sat
17000141;1700014;29015, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ВІННИЦЬКЕ ШОСЕ, будинок 1/1;sat
17000151;1700015;14037, Чернігівська обл., місто Чернігів, Новозаводський район, ВУЛИЦЯ ІНСТРУМЕНТАЛЬНА, будинок 8;sat
17000161;1700016;50086, Дніпропетровська обл., місто Кривий Ріг, Саксаганський район, ВУЛИЦЯ ЯРОСЛАВА МУДРОГО, будинок 83-Б;sat
17000171;1700017;25006, Кіровоградська обл., місто Кропивницький, Подільський район, ВУЛИЦЯ ЧЕРНОВОЛА, будинок 2-В;sat
17000181;1700018;43020, Волинська обл., місто Луцьк, ВУЛИЦЯ ЗВ`ЯЗКІВЦІВ, будинок 1-А;sat
17000191;1700019;46400, Тернопільська обл., місто Тернопіль, ВУЛИЦЯ ЛУК`ЯНОВИЧА, будинок 1;sat
17000201;1700020;58008, Чернівецька обл., місто Чернівці, ВУЛИЦЯ СЕВАСТОПОЛЬСЬКА, будинок 18-А;sat
17000211;1700021;84313, Донецька обл., місто Краматорськ, ВУЛИЦЯ ОЛЕКСИ ТИХОГО, будинок 8;sat
17000221;1700022;88001, Закарпатська обл., місто Ужгород, ВУЛИЦЯ ОЛЕКСАНДРА БЛИСТІВА, будинок 1;sat
17000231;1700023;73009, Херсонська обл., м.Херсон, Корабельний р-н., вул.Нафтовиків, 15;sat
17000241;1700024;18029, Черкаська обл., місто Черкаси, Соснівський район, ВУЛИЦЯ 30 РОКІВ ПЕРЕМОГИ, будинок 5/1;sat
17000251;1700025;71101, Запорізька обл., місто Бердянськ, ВУЛИЦЯ ЯРОСЛАВА МУДРОГО, будинок 1;sat
17000261;1700026;82100, Львівська обл., місто Дрогобич, ВУЛИЦЯ ГАЙДАМАЦЬКА, будинок 5;sat
17000271;1700027;10031, Житомирська обл., місто Житомир, Богунський район, ВУЛИЦЯ ТАРАСА БУЛЬБИ-БОРОВЦЯ, будинок 30;sat
17000281;1700028;32316, Хмельницька обл., місто Кам`янець-Подільський, ВУЛИЦЯ ПІВНІЧНА, будинок 81-Г;sat
17000291;1700029;51925, Дніпропетровська обл., місто Кам’янське, Заводський район, ПРОСПЕКТ ГІМНАЗИЧНИЙ, будинок 44;sat
17000301;1700030;39601, Полтавська обл., місто Кременчук, Автозаводський район, ВУЛИЦЯ 1-ИЙ ПІЩАНИЙ ТУПІК, будинок 1;sat
17000311;1700031;72305, Запорізька обл., місто Мелітополь, ВУЛИЦЯ ЛОМОНОСОВА, будинок 23;sat
17000321;1700032;54020, Миколаївська обл., м.Миколаїв, Заводський р-н., вул.Мала Морська, 112;sat
17000331;1700033;89601, Закарпатська обл., місто Мукачево, ВУЛИЦЯ БЕРЕГІВСЬКА, будинок 110;sat
17000341;1700034;53213, Дніпропетровська обл., місто Нікополь, ВУЛИЦЯ ШУЛЬГІНА, будинок 10/1;sat
17000351;1700035;28006, Кіровоградська обл., місто Олександрія, КІРОВОГРАДСЬКЕ ШОСЕ, будинок 157;sat
17000361;1700036;93405, Луганська обл., місто Сєвєродонецьк, ВУЛИЦЯ ПИВОВАРОВА, будинок 4;sat
17000371;1700037;40020, Сумська обл., місто Суми, Ковпаківський район, ПРОСПЕКТ Курський, будинок 26;sat
17000381;1700038;20304, Черкаська обл., місто Умань, ВУЛИЦЯ МАКСИМА ЗАЛІЗНЯКА, будинок 6-Г;sat
17000391;1700039;84511, Донецька обл., місто Бахмут, ВУЛИЦЯ СИБІРЦЕВА, будинок 2;sat
17000401;1700040;09109, Київська обл., місто Біла Церква, СКВИРСЬКЕ ШОСЕ, будинок 178;sat
17000411;1700041;49107, Дніпропетровська обл., місто Дніпро, Соборний район, ВУЛИЦЯ ГЕНЕРАЛА ПУШКІНА, будинок 1-С;sat
17000421;1700042;45008, Волинська обл., місто Ковель, ВУЛИЦЯ БРЕСТСЬКА, будинок 113-В;sat
17000431;1700043;25014, Кіровоградська обл., місто Кропивницький, Фортечний район, ПРОСПЕКТ ІНЖЕНЕРІВ, будинок 10;sat
17000441;1700044;74900, Херсонська обл., місто Нова Каховка, ВУЛИЦЯ ЗАВОДСЬКА, будинок 2-Р;sat
17000451;1700045;55213, Миколаївська обл., місто Первомайськ, ВУЛИЦЯ КИЇВСЬКА, будинок 112;sat
17000461;1700046;84122, Донецька обл., місто Слов`янськ, ВУЛИЦЯ ЦЕНТРАЛЬНА, будинок 63;sat
17000471;1700047;62416, Харківська обл., Харківський район, селище міського типу Пісочин, ПЛОЩА ЮРІЯ КОНОНЕНКА, будинок 1, МІСЦЕ 15.4 РЯД Т, ТЦ ЛОСК;sat
17000481;1700048;29016, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ГЕОЛОГІВ, будинок 2;sat
17000491;1700049;03083, м.Київ, Голосіївський район, ВУЛИЦЯ ПИРОГІВСЬКИЙ ШЛЯХ, будинок 34;sat
17000501;1700050;17501, Чернігівська обл., місто Прилуки, ВУЛИЦЯ ВОКЗАЛЬНА, будинок 50;sat
17000511;1700051;03134, м.Київ, Святошинський район, ВУЛИЦЯ ЯКУТСЬКА, будинок 8;sat
17000521;1700052;07400, Київська обл., м.Бровари, вул.Залізнична, 5;sat
17000531;1700053;51404, Дніпропетровська обл., місто Павлоград, ВУЛИЦЯ Дніпровська, будинок 49;sat
17000541;1700054;51200, Дніпропетровська обл., місто Новомосковськ, ВУЛИЦЯ СУЧКОВА, будинок 66;sat
17000551;1700055;08304, Київська обл., місто Бориспіль, ВУЛИЦЯ МИХАЙЛА КАЛМИКОВА, будинок 5;sat
17000561;1700056;08132, Київська обл., Києво-Святошинський район, місто Вишневе, ВУЛИЦЯ КИЇВСЬКА, будинок 23;sat
17000601;1700060;21029, Вінницька обл., м.Вінниця, вул.Львівське шосе, 2;sat
17000611;1700061;49051, Дніпропетровська обл., м.Дніпро, Індустріальний р-н., вул.Калинова, 8;sat
17000641;1700064;49130, Дніпропетровська обл., м.Дніпро, Індустріальний р-н., вул.Генерала Захарченка, 1;sat
17000651;1700065;65000, Одеська обл., м.Одеса, Малиновський р-н., вул.Генерала Цвєтаєва, 18;sat
18900011;1890001;49000, Дніпропетровська обл., місто Дніпро, Шевченківський район, ВУЛИЦЯ ГЛИНКИ, будинок 2;allo
18900021;1890002;49000, Дніпропетровська обл., місто Дніпро, Шевченківський район, ПРОСПЕКТ ДМИТРА ЯВОРНИЦЬКОГО, будинок 52-А;allo
18900031;1890003;04076, м.Київ, Оболонський р-н, проспект Степана Бандери, 23;allo
18900041;1890004;49055, Дніпропетровська обл., м.Дніпро, Чечелівський р-н, вул.Титова, 36;allo
18900081;1890008;69019, Запорізька обл., м.Запоріжжя, Дніпровський р-н., проспект Соборний, 218;allo
18900131;1890013;01133, м.Київ, Печерський р-н., бульвар Лесі Українки, 24;allo
18900141;1890014;01001, м.Київ, Шевченківський р-н., вул.Хрещатик, 21, приміщення 125-125-А;allo
18900151;1890015;49005, Дніпропетровська обл., м.Дніпро, Соборний р-н., проспект Гагаріна, 8-А;allo
18900201;1890020;51939, Дніпропетровська обл., м.Кам`янське, Дніпровський р-н., бульвар Будівельників, 27-А;allo
18900511;1890051;49100, Дніпропетровська обл., м.Дніпро, Соборний р-н,  проспект Героїв, 3;allo
18900521;1890052;49107, Дніпропетровська обл., м.Дніпро, Шевченківський р-н, бульвар Зоряний, 1-А;allo
18900551;1890055;49051, Дніпропетровська обл., м.Дніпро, Індустріальний р-н, вул.Калинова, 9-А;allo
18900571;1890057;49010, Дніпропетровська обл., м.Дніпро, Соборний р-н, вул.Кюрі Марії, 5;allo
18900581;1890058;69002, Запорізька обл., м.Запоріжжя, Олександрівський р-н,  проспект Соборний, 83-85/ вул.Поштова, 88-90, 90-А;allo
18900591;1890059;04208, м.Київ, Подільський р-н, проспект Правди, 47;allo
18900611;1890061;02121, м.Київ, Дарницький р-н., проспект Миколи Бажана, 3-В;allo
18900621;1890062;02222, м.Київ, Деснянський р-н., проспект Маяковського, 43/2;allo
18900631;1890063;03057, м.Київ, Солом`янський р-н., проспект Перемоги, 47-А, приміщення №2;allo
18900641;1890064;03150, м.Київ, Голосіївський р-н., вул.Велика Васильківська, 72;allo
18900661;1890066;02100, м.Київ, Дніпровський р-н., вул.Будівельників, 40;allo
18900671;1890067;61057, Харківська обл., м.Харків, Київський р-н, вул.Пушкінська,  2-А;allo
18900691;1890069;69019, Запорізька обл., м.Запоріжжя, Вознесенівський р-н, проспект Соборний, 147;allo
18900701;1890070;61165, Харківська обл., м.Харків, Шевченківський р-н, проспект Науки,  17;allo
18900741;1890074;02222, м.Київ, Деснянський р-н, вул.Миколи Лаврухіна, 4;allo
18900751;1890075;02094, м.Київ, Деснянський р-н,  вул.Гната Хоткевича, 1-В;allo
18900781;1890078;49055, Дніпропетровська обл., м.Дніпро, Чечелівський р-н, вул.Титова, 11;allo
18900791;1890079;49038, Дніпропетровська обл., м.Дніпро, Центральний р-н, проспект Дмитра Яворницького, 117;allo
18900801;1890080;69035, Запорізька обл., м.Запоріжжя, Вознесенівський р-н, вул.Сталеварів, 9-А;allo
18900811;1890081;69071, Запорізька обл., м.Запоріжжя, Шевченківський р-н, вул.Чарівна, 129-Б;allo
18900821;1890082;02192, м.Київ, Дніпровський р-н, вул.Малишка Андрія, 3-Д;allo
18900831;1890083;02152, м.Київ, Дніпровський р-н, вул.Серафимовича, 11;allo
18900861;1890086;07406, Київська обл., м.Бровари, бульвар Незалежності, 11;allo
18900881;1890088;02091, м.Київ,  Дарницький р-н., вул.Архітектора Вербицького, 1;allo
18900941;1890094;02094, м.Київ, Деснянський р-н., вул.Магнітогорська, 1-А;allo
18900971;1890097;08129, Київська обл., Києво-Святошинський р-н., с.Петропавлівська Борщагівка, вул.Велика Кільцева, 4-Ф;allo
18900981;1890098;04208, м.Київ, Подільський р-н.,  проспект Правди, 58-А;allo
18901001;1890100;51933, Дніпропетровська обл., м.Кам`янське, Заводський р-н., проспект Свободи, 51;allo
18901021;1890102;08205, Київська обл., м.Ірпінь, вул.Центральна, 29;allo
18901101;1890110;49000, Дніпропетровська обл., м.Дніпро, Шевченківський р-н.,  проспект Богдана Хмельницького, 118-Д;allo
18901181;1890118;52005, Дніпропетровська обл., Дніпровський р-н.,  територія Слобожанської селищної ради, комплекс будівель та споруд № 17, перший пусковий комплекс;allo
18901361;1890136;69000, Запорізька обл., м.Запоріжжя, Олександрівський р-н., проспект Соборний, 42, літ. А5, А1, А2;allo
18901511;1890151;49038, Дніпропетровська обл., м.Дніпро, Центральний р-н.,  площа Вокзальна, 13;allo
18901521;1890152;69104, Запорізька обл., м.Запоріжжя, Комунарський р-н.,  вул.Північнокільцева, 10-А;allo
18901541;1890154;03151, м.Київ, Солом`янський р-н., проспект Повітрофлотський, 50/2;allo
18901561;1890156;69002, Запорізька обл., м.Запоріжжя, Олександрівський р-н., вул.Запорізька, 1-Б;allo
18901571;1890157;49000, Дніпропетровська обл., м.Дніпро, Самарський р-н.,  вул.20-річчя Перемоги, 22-В;allo
18901591;1890159;08302, Київська обл., м.Бориспіль, вул.Київський шлях, 2/6;allo
18902091;1890209;42001, м.Київ, Шевченківський р-н., вул.Юрія Іллєнка, 1–Ц;allo
18902141;1890214;49018, Дніпропетровська обл, м.Дніпро, Новокодацький р-н.,  вул.Юрія Кондратюка, 2;allo
18902151;1890215;61058, Харківська обл., м.Харків, Шевченківський р-н, вул.Сумська, 39;allo
20300011;2030001;04074, м.Київ, Оболонський р-н, вул.Лугова, 20;denka

sum=793

allo;50
delivery;234
denka;1
dk_trend;1
justin;447
sat;60
